,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Helpful,Date
30241,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Review!,Amazon Customer,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,"Bought vouchers as gifts for younger members of my family they were delighted as it was what they wanted and had a list of purchases they wanted to make,",0,2020-02-09
30270,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Easy reading,Anne,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,"A good book, well written and very honest",0,2020-01-16
30273,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Not straightforward,Lynne,3.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,The process was confusing,0,2019-12-29
30295,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Fast & Easy,Jacob Henderson,5.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,Easy to use,0,2020-01-19
30297,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Good value.,Amazon Customer,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Perfect for someone who has everything!,0,2020-03-10
30332,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Nice n easy,Stephen Flaherty,5.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,Sends in maximum of 5 mins,0,2020-03-20
30344,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Nice option,Ewelina D.,5.0,United Kingdom,Denomination: 50Design Name: Woofy Birthday (Animated),Verified Purchase,Versatile,0,2020-01-19
30345,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Great Idea to Reveal a Surprise,GG,5.0,United Kingdom,Denomination: 50Design Name: Santa and Snowman,Verified Purchase,Purchased this card to let my grandson know where we was going as part of his Christmas Pressie.Fantastic idea. Service was very quick too.,0,2020-02-10
30386,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Great Idea,CSkinner,5.0,United Kingdom,Denomination: 50Design Name: Woofy Christmas (Animated),Verified Purchase,The wife LOVED this. At first she was like  WTF  bug soon as it started playing she was all over it.,0,2020-01-19
30390,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Very useful,Sharkey123,5.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,Great gift,0,2020-01-22
30404,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Ideal present,Granny Sam,5.0,United Kingdom,Denomination: 50Design Name: Birthday Party All Day & Night (Animated),Verified Purchase,Great for gifts.,0,2020-01-19
30405,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Arrived on time,Leonard Young,4.0,United Kingdom,Denomination: 50Design Name: Kindle - Happy Reading,Verified Purchase,Good,0,2020-01-28
30424,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Perfect,cheryl,5.0,United Kingdom,Denomination: 50Design Name: Festive Succulents,Verified Purchase,Perfect gift,0,2020-03-08
30437,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Another great Amazon feature!,RP1988,5.0,United Kingdom,Denomination: 50Design Name: Your Upload - Love Floral,Verified Purchase,"Bought for my mother for her birthday. A really quick and simple purchase and perfect for an avid reader, meaning she can download books at her own leisure. Great feature!",0,2020-01-06
30450,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Easy gift option,Pauline I,5.0,United Kingdom,Denomination: 50Design Name: Woofy Birthday (Animated),Verified Purchase,Easy option.,0,2020-01-27
30457,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Free money. Please run more ‘things’ like this Amazon 😬,Lindy Lollipop,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Was going to spend money anyway so why not make £6 for free 😊,0,2020-02-16
30460,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Works,James,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,"Bought £50 for a promotional offer, and it took a while to go through but in the end it worked.. a few days later",0,2020-02-06
30464,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Good,Adam,5.0,United Kingdom,Denomination: 50Design Name: Amazon Boxes,Verified Purchase,Quick and easy,0,2020-01-26
30482,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Gift,JOHN ROBINSON,5.0,United Kingdom,Denomination: 50Design Name: Birthday Packages,Verified Purchase,Easy to organise,0,2020-01-25
30491,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Satisfied with the it,Zornitsa,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Perfect benefit,0,2020-02-22
30508,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Instant delivery.,charlene,5.0,United Kingdom,Denomination: 50Design Name: Penguin Christmas Jazz (Animated),Verified Purchase,Great for birthdays etc,0,2020-03-11
30524,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Gift card,Jordan Moffatt,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Can’t go wrong with a gift card!,0,2020-02-29
30545,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Speed.,Mrs Joan McLaren,5.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,Very easy to do. E-mail there within minutes.,0,2020-03-04
30546,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Simples!!!,DR,5.0,United Kingdom,Denomination: 50Design Name: Woofy Birthday (Animated),Verified Purchase,Quick and easy to use,0,2020-01-09
30550,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Gift,Jean mckerracher,5.0,United Kingdom,Denomination: 50Design Name: Christmas Mugs,Verified Purchase,Gift,0,2020-02-15
30552,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Great,Doug,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Great,0,2020-01-16
30560,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Would recommend,Kelly,5.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,Great idea spend £50 get £6 free offer,0,2019-12-04
30575,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Spherical objects (Balls),Thomas Walker,1.0,United Kingdom,Denomination: 50Design Name: Your Upload - Shopping Icons,Verified Purchase,I didn't actually do anything nor did I get any such voucher.,0,2019-12-09
30595,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Brilliant,Michael B,5.0,United Kingdom,Denomination: 50Design Name: Birthday Packages,Verified Purchase,Thank you,0,2020-03-30
30596,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Easy,Sandra,5.0,United Kingdom,Denomination: 50Design Name: Woofy Christmas (Animated),Verified Purchase,Easy way to get a gift to someone instantly.,0,2020-01-22
30602,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Gift card,Luis Ribeiro,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,It’s a gift card.Worked properly.,0,2020-01-05
30622,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Easy!,Agent 8,5.0,United Kingdom,Denomination: 50Design Name: Your Upload - Merry Christmas (Santa),Verified Purchase,"Great, easy, last minute gift.",0,2020-01-26
30624,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Easy to use and no problems,Lubella,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,"I love amazon, used to be an eBay shoppper but I’ll never go back. Amazon all the way",0,2020-03-12
30629,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Great gift,Magdalena,5.0,United Kingdom,Denomination: 50Design Name: Graduation,Verified Purchase,Gift for a friend who loves to read a books,0,2020-03-02
30647,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Quick and easy,Pete H.,5.0,United Kingdom,Denomination: 50Design Name: Santa and Snowman,Verified Purchase,Easy way to tick off one of the Christmas list.,0,2020-01-27
30650,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,E voucher is the way to go!,Bigalcod,5.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,Nice and easy to order!,0,2020-02-05
30659,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Stuck for gift ideas!?!,The Dan Man,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,"An winner for any gift occasion, nobody is ever disappointed with an Amazon voucher as a gift!",0,2020-01-29
30680,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Like the gift vouchers,Amazon Customer,4.0,United Kingdom,Denomination: 50Design Name: Christmas Llamas Deck the Halls (Animated),Verified Purchase,Easy to use,0,2020-02-15
30686,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Fine,Bill,5.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,No problem.,0,2020-02-25
30690,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,It dose not show up on my bank account,fredrick o'brien,3.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Dose not always work when I send it to anyone else,1,2020-03-02
30698,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Like it,SerkanDemir,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Everytime the best product is this,0,2020-02-23
30709,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Good,Maha,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Easy to use only on Amazon,0,2020-02-09
30711,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Easy UK Gift Card Option from the USA,Barb S,5.0,United Kingdom,Denomination: 50Design Name: Christmas Puppy,Verified Purchase,"We are from California, USA. I Christmas bought gift cards for our nieces & nephews who live in Ireland. It was an easy purchasing process and prompt Email delivery. Great job Amazon U.K.",0,2020-01-16
30716,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Wha,Dev_Slappy,1.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,Didn’t biy,0,2020-01-28
30724,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Would get again and again,Becca P,5.0,United Kingdom,Denomination: 50Design Name: Santa and Snowman,Verified Purchase,"Quick and easy, recipient had no problems with Amazon purchasing",0,2020-01-21
30732,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Must have,Geez Twin,5.0,United Kingdom,Denomination: 50Design Name: Amazon For All Occasions,Verified Purchase,This helps teaching reading skills not just test style questions. The activities make children read to check. I want the collection now.,0,2020-02-01
30765,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Good idea for buying on amazon uk ... Bad idea for saving up,Hisham EL-Azem,1.0,United Kingdom,Denomination: 50Design Name: Birthday Packages,Verified Purchase,You cannot make refunds of this item and you only can benefit from it on amazon uk which is a big disappointing feature for international customers,0,2019-12-12
30767,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Easy gifting,Jack,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Easy,0,2020-01-14
30801,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Excellent,James Curtis,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Great present,0,2020-03-30
30806,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Good service,judi wright,5.0,United Kingdom,Denomination: 50Design Name: Santa and Snowman,Verified Purchase,It was a gift. Easy and useful.,0,2020-01-15
30811,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Arrive and dependable almost instantly!,N HYN,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,These e vouchers were very easy to purchase and arrive and are dependable almost instantly. Highly recommended.,0,2020-01-20
30820,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Easy to,Caz,5.0,United Kingdom,Denomination: 50Design Name: Christmas Tree Birds,Verified Purchase,Easy to use,0,2019-12-07
30828,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Gift card,rory kerry,5.0,United Kingdom,Denomination: 50Design Name: Amazon Logo Squid,Verified Purchase,Gift card only negative it took 24 hours to be digitally sent,0,2020-03-14
30831,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Last minute present very useful,M. Mayell,5.0,United Kingdom,Denomination: 50Design Name: Birthday Packages,Verified Purchase,Really useful service.very useful at present,0,2019-12-11
30863,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Great gift card,Michaela,5.0,United Kingdom,Denomination: 50Design Name: Your Upload - Birthday Blast,Verified Purchase,"Easy to purchase, and personalise. Used before and always a good gift",0,2020-02-10
30875,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Nice present to give,C.B.S. Regeling,5.0,United Kingdom,Denomination: 50Design Name: Birthday Party Hats,Verified Purchase,"I also wanted to print it, but didn't have a color printer, so that was a bit of a search.It is easily arranged, and nice to receive a thank you later",0,2020-01-16
30895,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Great Gift,Natural Mommy,5.0,United Kingdom,Denomination: 50Design Name: Happy Birthday (Candle with Cupcake),Verified Purchase,A great buy and really easy to use.,0,2020-03-20
30910,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,Great gift,Stuart Wright,5.0,United Kingdom,Denomination: 50Design Name: Santa and Snowman,Verified Purchase,Simple easy last minute gift,0,2020-01-03
30912,"Baby Grooming Kit, Infant Baby Healthcare Kit, Baby Care Essentials Set, 10Pcs Baby Daily Care Set, Safety Cutter Baby Nail Kit for for Newborn, Infant, Toddler Health and Grooming",4.0,319,15.99,When it’s going to be delivered,barbara overing,5.0,United Kingdom,Denomination: 50Design Name: Birthday Packages,Verified Purchase,Christmas gifts,0,2020-01-26
30916,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,"""Reflect"" cushion - I love it.....",Mammoth,4.0,United Kingdom,,Verified Purchase,"I tried loads of others sold through Amazon before finally settling on this cushion.

I've now used the Reflect version of this cushion in my office for over 3-years for around 9 hours every weekday.

I'm at the upper end of the suggested weight limit, which is maybe why the cushion has now lost some of its bounce. So, I've just replaced it with a new one. It's an expensive outlay, but working out its cost per year I think its a good investment.

Apart from the reduced support/bounce, the old one has worn really well with no sign of tears or stitching coming apart.",4,2020-02-28
30937,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,Expensive but durable and comfortable,Mr Mistoffelees,5.0,United Kingdom,,Verified Purchase,These cushions are great for my elderly Dad in preventing pressure sores. They are easily cleaned and comfortable.,0,2020-02-24
30939,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,Excellent and value for money,Rajinder Aujla,5.0,United Kingdom,,Verified Purchase,My mum recently had a hip operation and she was using one of these at the hospital. So I started searching for 1 of these online and come across this one. It’s been a life saver for her as she’s off for 12wks Recovery this is so comfortable for her! Thank u,0,2020-01-29
30940,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,Good.,José Gaspar,5.0,United Kingdom,,Verified Purchase,The product cames how it is described. It is comfortable and easy to adjust. Easy to clean.  Right size for the wheelchair.,0,2019-12-08
30960,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,Comfortable,Steve C.,5.0,United Kingdom,,Verified Purchase,I bought this for my mother and she says it's comfortable.,0,2020-02-26
30970,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,Hard,Roger,3.0,United Kingdom,,Verified Purchase,Very hard not comfortable did nothing for me,0,2020-02-02
30972,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,Reduces pressure spot. High quality,Ruth,5.0,United Kingdom,,Verified Purchase,Brought for relative in hospital who had pressure sorecand hospital too slow in providing themselves. Enabled them to sit much more comfortably,0,2019-12-23
30986,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,good,chris,5.0,United Kingdom,,Verified Purchase,good product,0,2020-01-05
30994,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,Really good pressure cushion,frances,5.0,United Kingdom,,Verified Purchase,Lovely soft and effective pressure cushion at a reasonable price.,0,2020-03-18
31000,NRS Healthcare Reflect Castellated Memory Foam Cushion - Pressure Care,4.6,404,nan,Good quality,TK,4.0,United Kingdom,,Verified Purchase,Bought it for my mum and she liked it,0,2020-01-12
31055,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Very nice and helpful!,Amazon Customer,5.0,United Kingdom,,Verified Purchase,A beautiful planner and very practical. Inspirational quotes every now and then to keep you motivated and good spirited. The hard covers protect the planner and the paper sheets are quite thick which is perfect when you use coloured pens. I am happy with my purchase.,3,2020-01-11
31058,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Beautiful Planner,Hazel,5.0,United Kingdom,,Verified Purchase,"This Planner is just so beautifully layed out, I have been looking for a planner with a similar layout for such a long time and this one is great! It feels like excellent quality and is definitely a must if you are scatterbrained like me.  The planner came with a book mark and some stickers too, which I love! The one downside for me is I would like if the boxes were a little bigger as I like to plan EVERYTHING! lol but at the same time the ability to write lists down the side is fairly handy and it means that it is more compact so it fits perfectly in my handbag.  I am unsure if it comes in a bigger size but if so I may go for that one next year, either way I will be purchasing again!!All in all I really love this planner and am excited to get to use it throughout the year to help me stay more organised!I would recommend it!:)",6,2019-12-08
31059,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Excellent quality,Lára-Lú,5.0,United Kingdom,,Verified Purchase,Beautiful layout - feels and looks high quality. Have been using it to arrange work and general life meetings. Has been in and out of my bag with no scraps and dents.,2,2020-02-09
31060,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Great Planner,Amazon Customer,5.0,United Kingdom,,Verified Purchase,"I have been using this planner for several months. Lovely layout on good quality paper. Light weight and portable. Some may find the monthly spread too small, but it works for me. Has four movable page dividers. Great planner.",3,2019-12-28
31064,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Good,Farah,5.0,United Kingdom,,Verified Purchase,I love the layout of the planners week by week pages.,3,2020-03-01
31066,Burde Diary 2022 Life Planner Pink | 20 December 2021-8 January 2023 | Week to View Diary | Pink A5 Format Planner,4.7,263,nan,Brilliant Planner,Emily,5.0,United Kingdom,,Verified Purchase,"Absolutely gorgeous planner with just the right amount of subsections to fill in however you like.Perfect for if you want to start a bullet journal but don’t have the time to design the layout yourself.Well worth the money, would recommend to anyone.",2,2020-01-08
