Product,Category_x,Price_x,Individual Review,Location,Date,Review,Helpful
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-04-04,"
  It's light and comfortable.  Because it's metal you can use it for everything from fine dining (attractive) to jogging (rinseable).  I used to switch between my leather and my silicone but this is a one size fits all solution.The link remover tool is fun to use too.  You feel like a jeweller for a minute.Also you can wipe it with disinfectant without degrading the material, a plus just right now.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-29,"
  Put this on a Garmin Vivomove Style and it looks like a million bucks. The colour is nicely matched and most people think it came with the watch. Easy to put on and remove . Link adjustment was a tad difficult one pin would not budge but eventually got it. I didn't take a star for that as the final look is so good.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-01-30,"
  This review was edited 9 months after purchase. The bracelet is solid in construction but not as substantial as more expensive options - you get what you pay for and it is worth it in my opinion. The bracelet rattles a bit with movement if that is something that really gets to you. I personally wish there were more removable links so I could get a better fit. Be sure that you remove the pins from the correct side, which are labelled by an arrow, otherwise you will end up with a stuck pin that the included tools may or may not be able to resolve for you.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,1.0,Canada,2020-01-29,"
  I have another Fullmosa band (leather quick release) that I really like for my watch (Garmin VivomoveHR) and I was really looking forward to this SS version. Unfortunately this band disconnects VERY easily and my watch is constantly falling to the floor. I'm lucky it has not been dented or damaged yet. It appears that the quick release pins are just a fraction of a mm shorter than the pins in the leather version which causes them to pop out very easily. It's a shame, because it looks good and seems to be of reasonable quality otherwise. Would not buy again.
",1
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,3.0,Canada,2020-02-09,"
  Still debating whether to keep or return. Haven’t used it yet but compared to the watch, the band is heavy. Also, while the workmanship is good, the gap between the band and the watch appears to be more and appears to be a slight misfit. Still contemplating.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-19,"
  Very good value for the money, fits great on my Withings Steel HR.  Secure, comfy.Adjustment (wrist size) was not easy but is a one-time thing !  (tools included).
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,2.0,Canada,2020-05-11,"
  After less than a week of wearing it regularly, the bottom of it has already got the paint wearing off.  I really like this band. Its comfy, fits nicely and looks great with my watch. But the paint is already wearing off and showing an ugly copper color that doesn't go with my watch at all.  I'm not impressed since I spent $22 on it.
",1
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-28,"
  After 20 years of abuse my original leather strap disintegrated, to be replaced by a fabulous black metal band that matched my watch gold and black casing. The Fullmosa was easy to adjust to my wrist and looks amazing, so much so that people asked if I had purchased a new watch!! Yes, it looks that good!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-24,"
  Quick shipment. We'll packaged with clear instructions. I was able to replace tha wristband on my Nokia watch and change the links myself.  Looks great and feels great! A++
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-06-17,"
  My husband needed to remove several links from the watch using the special tools provided.  Unfortunately the removal tool and the extra one provided are flimsy and both broke during the process.  Would recommend the manufacture provide a more stable removal tool.The watch and itself was high quality.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-01-15,"
  Decent strap for the price. It is a bit light, and the colour slightly ""yellower"" than I would have expected. This might be a result of the brushed finish. However, the clasp is good and the tools included make adjustment easy.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2019-12-10,"
  I purchased this recently and am very happy with the watch band. It looks good and the clasp is excellent. I had to remove a few links to make it fit, and the tool they sent with it worked fine. Some extra pins for the links came along with the purchase. Very happy.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,3.0,Canada,2020-06-24,"
  The 22 mm version fitted perfectly on a LG G watch. Its comfy, classy and of good quality. All the tools are needed and even extras. However the tools are VERY cheap. Would still recommend.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,3.0,Canada,2019-12-05,"
  The pins are slightly too short and the springs are too loose resulting in the watch falling off my wrist (luckily at home) repeatedly.  Haven't had the same problems with other bands (same width bands).  Returned without an issue though.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-01-10,"
  I'm not sure what Garmin uses in their bands, but they all seem to give me a rash worse than a baby diaper. The Fullmosa band looks and feels great, but is a fussy one to install and adjust. If it wasn't for the install, it'd be 5 stars.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,1.0,Canada,2020-06-07,"
  This bracelet looks good but is impossible to adjust. The tools provided (weak metal and plastic) will break before you manage to get the pins out to remove links. Garbage
",1
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-02-24,"
  Beau bracelet métallique qui convient à ma montre Withings HR. La qualité est très belle, un peu lourd à porter pour ma part ayant un petit poignet mais je voulais une autre option que le bracelet en silicone de base. Les mailles s'enlèvent bien. Facile et rapide à changer, je recommande!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Australia,2020-02-04,"
  It's exactly what it states. Seems like a real sturdy construction so far. The little tool for resizing it comes with is a bit cheap but for this price who can complain.
",1
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,1.0,Canada,2020-05-05,"
  While setting up the band I had to remove a few links to make the band fit properly. While changing out the links, a metal pin got lost and there wasn't a replacement piece that came it. Now I cannot use the product. The tool does not work properly and bends very easily.
",2
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-15,"
  I loved it but it was too wideso I needed to order a narrower one. Well made and very attractivelooking
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-04-11,"
  Fantastic watch band for the price. Excellent boxed packaging and easy to adjust with tools included. Brushed finish looks great. Only negative is no micro adjustments so may fit to loose or to tight.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-26,"
  The toolkit supplied for removing links didn't work (too flimsy). Fortunately I was able to knock the pins out another way.  Also, the first band sent to me was the wrong size (probably my fault). Exchanging it was hassle free.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-08,"
  This band was exactly what I hoped for and at a good price. With the provided tools, it was easy to adjust to my size. I wear it every day and it looks great, feels comfortable, is easy to put on and the clasp is very strong. Would definitely buy another.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-17,"
  No issues with tools or removing links etc. Band is nice has a low scheen and works well.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2019-12-06,"
  Wonderfully quick to arrive, well packaged and with all the tools and instructions needed. Couldn't ask for anything better!!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-05-16,"
  Great band easy to install uninstall, nice to have the tool to adjust the band. I wish the tool was a bit better but it works and for the price its worth the money cant go wrong
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-06-23,"
  The watch band is nice, feels solid and of good quality. A very nice bonus was the inclusion of a watchband pin removal tool, as well the link pin removal tool. And, it came with extra pins. A very good purchase for me.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-22,"
  This is my second band . This one I bought for my father and resized for him. Looks great and he is pleased.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-07-27,"
  This watch band is the same width throughout. Most start wide at the watch and taper down somewhat,(24mm down to 20mm). This would be ideal and make it even more comfortable to wear I think.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2019-12-28,"
  Comes with tools that would alone cost 30$Very good quality!!!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,3.0,Canada,2020-02-10,"
  impossible de diminue pour poignet de femme reste trop grand
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2019-12-11,"
  Very nice band.  Came with everything needed to adjust and install.  Fits perfectly and it is very good quality.Would definitely recommend.Richard.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-11,"
  I am happy with the purchase easy to install my watch is 21mm the steel watch band is 20mm“it would be great to make 21 mm”I recommend the product
",1
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,3.0,Canada,2020-02-10,"
  Good quality wristband but i got problem with the quick release pin falling for no reason.  Almost lost my vivoactive a couple of time.  I got back to original band until i get new pins.  But on amazon they are kinda expensive.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-06-03,"
  Replaced raisin band on my Casio watch. feels right now.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-07-23,"
  Well-made, sturdy;  Attractive watch band.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-06-25,"
  Fantastic band, comes with everything you need to remove links and install
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-01-03,"
  Fits the garmin vivo active 4s 40mm watch perfectly 18mm band definitely recommend if you don’t like the silicon rubber band
",1
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-24,"
  Felt lighter than expected for a stainless steel strap
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Australia,2019-12-04,"
  Added a touch of class to my Kospet Prime Android Smartwatch. Easy to recommend.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-11,"
  Belle présentation, a mon avis, produit de bonne qualité.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-05-16,"
  Great watch band. Comfortable on my wrist and has a very classy look. Very happy with it.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-07-13,"
  Works. Comes with a nice link tool.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-03-08,"
  good priing & fast delivery
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-05-15,"
  It was exactly as advertised, and if anything, it looked better in person. I wish they would have many more colors available though. I would sure by more if they get other colors.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-05-01,"
  très satisfait👍👍👍
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-01,"
  Great fit and looks good to.easy to take out and remove links with supplied tools and lins
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2019-12-04,"
  Bon rapport qualité/prix!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-07-18,"
  Excellent product, looks good , feels good.Used to replace a worn out one on a Casio watch.Very good tool kit with it to allow modification and installation.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-24,"
  Je l ai utilisé pour une montre Citizen et c est  Parfait!
",1
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2019-12-22,"
  I thought it would be more vibrant and shiny but it’s more of a dull steel. However it’s good quality and comes with all the tools to replace strap with which was very helpful.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-06-23,"
  I like it very much. would buy again.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-01-08,"
  Worked as intended, stays on sometimes hard to lock in.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-01-28,"
  Seems like a quality piece. No complaints
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-25,"
  Used it to replace the band on my Volstoc watch .
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,2.0,Canada,2020-03-27,"
  I guess you get what you pay for. The link removal tool bent and broke the watch pin (it no longer retracts to hold the band in place). The watch band is now unusable.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-18,"
  easy to install, good quality.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-10,"
  Bracelet de très bonne qualité, surtout pour le prix.Un peu compliqué pour rapetisser le bracelet, mais après quelques manipulations, tout est parfait.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,1.0,Canada,2020-03-11,"
  Fell off three times and wasn’t due to my ability to install it.Nice looking but not reliable.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-07-20,"
  this product is great.  a bit thinner than what it looks in the pictures but overall I would surely recommend it.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-05-18,"
  Worth every penny really nice watch band and it has all the tools!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-05-16,"
  very satisfied with this product especially the tools that was included with purchase that help me do it myself fixing the bracelet on my watch
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-07-28,"
  Très facile à ajuster. Impressionnant pour le prix. Très satisfait.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,3.0,Canada,2020-04-23,"
  Looks nicer in the picture
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-01,"
  Good and cheap
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,2.0,Canada,2020-03-04,"
  The quick release pins that this ships with are cheap and can't hold the watch on at all. Makes the band completely worthless. Avoid if possible
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-06-25,"
  All good.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,3.0,Canada,2020-02-07,"
  No half link resizing option really limits the fit of the band. For me it’s either too big or too tight.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-09,"
  Good Quality
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,India,2020-07-02,"
  Awesome quality. Little overpriced as it's imported
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-27,"
  Best value and look on the market
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-06-21,"
  o  k
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-07-14,"
  10/10 would buy again!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-28,"
  Qualités prix 👌
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2019-12-17,"
  Bracelet de montre!!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,1.0,Canada,2020-02-01,"
  The Band did not fit the watch as specified in the outline, it was to wide.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,1.0,Canada,2020-02-20,"
  It’s extremely hard to adjust the size, and the tool for adjusting broke when i tried taking one of the links out.👎👎
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-01,"
  Really like the bracelet for my Seiko mini turtle!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,3.0,Canada,2020-02-14,"
  Not the right band to fit my watch.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-01-12,"
  Easy to adjust size and install.
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,4.0,Canada,2020-01-05,"
  Nice quality
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-02-29,"
  Très bon produit excellente qualité je suis très heureux de l'avoir acheté
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-03-17,"
  Fit très bien
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,1.0,Canada,2020-07-13,"
  Only used twice. Never fall or scratched anywhere. Maybe it got rubbed on my clothes while I was using it, and this was the result. Look at the paint...!!!
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-04-16,"
  I like it and very nice. Now my old watch looks new..
",0
"Fullmosa Smart Watch Strap 16mm 18mm 19mm 20mm 22mm 24mm, Metal Straps for Mens & Women, Compatbile for Samsung, Casio, Huawei, Fossil, Withings Smart Watch",watch,17.99,5.0,Canada,2020-05-02,"
  Très bonne qualité. Je suis satisfait à 100%
",0
